order_id,customer_age,region,membership,channel,category,price,quantity,amount
O00243,24.0,대구,gold,app,도서,19900.0,2,39800.0
O01013,40.0,대구,basic,app,뷰티,129900.0,1,129900.0
O01362,36.0,서울,basic,app,뷰티,89900.0,1,89900.0
O00963,37.0,서울,silver,web,가전,19900.0,1,19900.0
O00751,29.0,서울,basic,app,도서,29900.0,1,29900.0
O00767,54.0,부산,silver,app,도서,19900.0,2,39800.0
O01379,38.0,서울,silver,web,뷰티,9900.0,2,19800.0
O00701,31.0,경기,vip,app,뷰티,19900.0,3,59700.0
O01272,40.0,인천,basic,APP,패션,49900.0,1,49900.0
O00490,31.0,인천,silver,web,패션,49900.0,1,49900.0
O00396,25.0,대구,silver,APP,식품,19900.0,2,39800.0
O00784,50.0,서울,basic,app,뷰티,29900.0,1,29900.0
O01364,23.0,경기,silver,app,패션,129900.0,1,129900.0
O01050,43.0,서울,basic,web,패션,49900.0,2,99800.0
O00101,29.0,서울,basic,web,도서,249900.0,1,249900.0
O01198,21.0,대구,basic,web,도서,29900.0,1,29900.0
O00713,42.0,경기,basic,app,도서,129900.0,2,259800.0
O00293,31.0,인천,silver,web,패션,89900.0,2,179800.0
O00865,45.0,경기,silver,web,식품,19900.0,1,19900.0
O00988,48.0,경기,gold,web,도서,49900.0,1,49900.0
O00901,31.0,서울,basic,web,가전,19900.0,2,39800.0
O00781,33.0,부산,basic,web,식품,9900.0,2,
O01048,34.0,서울,basic,app,패션,29900.0,1,29900.0
O00382,14.0,부산,gold,web,가전,29900.0,2,
O00218,39.0,부산,silver,web,뷰티,29900.0,3,
O00755,28.0,서울,gold,web,식품,249900.0,1,249900.0
O00095,41.0,부산,silver,web,도서,49900.0,3,149700.0
O00859,34.0,경기,silver,web,뷰티,49900.0,1,49900.0
O00151,40.0,대구,basic,app,식품,49900.0,1,49900.0
O00444,32.0,서울,silver,APP,가전,29900.0,1,29900.0
O00540,30.0,서울,basic,web,패션,29900.0,1,29900.0
O00807,30.0,대구,basic,web,식품,9900.0,1,9900.0
O00025,32.0,경기,basic,web,식품,19900.0,1,19900.0
O01075,27.0,대구,basic,app,도서,89900.0,1,89900.0
O01021,40.0,부산,silver,web,도서,19900.0,2,39800.0
O01179,24.0,부산,basic,web,식품,19900.0,1,19900.0
O00861,35.0,부산,basic,app,도서,9900.0,3,29700.0
O00928,28.0,경기,vip,app,도서,89900.0,1,89900.0
O00225,36.0,서울,silver,web,뷰티,249900.0,3,749700.0
O00168,34.0,서울,vip,web,뷰티,49900.0,2,99800.0
O01324,22.0,서울,basic,web,뷰티,29900.0,2,59800.0
O00638,41.0,서울,silver,web,도서,19900.0,2,39800.0
O00134,31.0,서울,gold,app,가전,249900.0,1,249900.0
O01287,47.0,서울,vip,app,뷰티,89900.0,2,179800.0
O00330,35.0,서울,basic,app,뷰티,89900.0,2,179800.0
O00340,39.0,서울,basic,app,패션,49900.0,2,99800.0
O00145,40.0,서울,basic,web,패션,9900.0,1,9900.0
O00661,27.0,서울,silver,app,뷰티,29900.0,2,59800.0
O01137,19.0,인천,vip,app,가전,129900.0,2,259800.0
O00755,28.0,서울,gold,web,식품,249900.0,1,249900.0
O00977,44.0,경기,basic,web,뷰티,9900.0,1,9900.0
O00748,41.0,경기,gold,web,뷰티,29900.0,2,59800.0
O00971,40.0,부산,basic,APP,도서,49900.0,1,49900.0
O00160,20.0,부산,basic,web,패션,9900.0,2,19800.0
O00589,35.0,서울,gold,web,도서,29900.0,2,59800.0
O00111,41.0,서울,gold,app,식품,249900.0,1,249900.0
O00394,29.0,부산,basic,web,도서,19900.0,1,19900.0
O00277,34.0,부산,silver,app,가전,89900.0,1,89900.0
O00104,36.0,경기,basic,web,패션,19900.0,3,59700.0
O00245,28.0,서울,basic,app,도서,19900.0,3,59700.0
O00390,34.0,인천,vip,app,가전,49900.0,1,49900.0
O00778,28.0,부산,silver,app,도서,49900.0,3,149700.0
O00534,35.0,경기,vip,web,도서,29900.0,1,
O01053,41.0,대구,gold,app,식품,19900.0,2,39800.0
O00374,31.0,부산,gold,app,패션,129900.0,2,259800.0
O01450,24.0,부산,vip,app,패션,49900.0,3,149700.0
O00435,36.0,서울,silver,app,패션,49900.0,1,49900.0
O01271,33.0,부산,basic,app,가전,19900.0,2,39800.0
O00752,45.0,대구,vip,app ,뷰티,9900.0,1,9900.0
O00303,42.0,경기,basic,app,도서,9900.0,1,9900.0
O01259,30.0,서울,silver,web,뷰티,19900.0,1,19900.0
O01235,40.0,부산,vip,web,뷰티,9900.0,2,19800.0
O01402,26.0,서울,gold,app,패션,19900.0,1,19900.0
O01077,21.0,서울,vip,web,가전,9900.0,1,9900.0
O01249,22.0,대구,gold,app,도서,49900.0,1,49900.0
O01385,42.0,부산,basic,app,뷰티,49900.0,3,149700.0
O00579,32.0,경기,vip,app,가전,49900.0,2,99800.0
O00450,30.0,서울,basic,web,가전,29900.0,2,59800.0
O01403,42.0,서울,basic,web,도서,89900.0,1,89900.0
O00658,48.0,서울,basic,app,뷰티,129900.0,1,129900.0
O00026,42.0,부산,basic,web,패션,49900.0,2,99800.0
O00036,37.0,인천,basic,web,도서,49900.0,2,99800.0
O00794,35.0,경기,silver,app,도서,29900.0,3,89700.0
O01123,35.0,인천,basic,app,뷰티,49900.0,2,99800.0
O01475,,서울,basic,app,가전,89900.0,1,89900.0
O00747,31.0,서울,basic,app,도서,9900.0,1,9900.0
O00137,44.0,경기,basic,app,가전,19900.0,3,59700.0
O00707,40.0,서울,basic,app,패션,89900.0,3,269700.0
O00054,37.0,인천,gold,web,뷰티,19900.0,2,
O01403,42.0,서울,basic,web,도서,89900.0,1,89900.0
O01274,26.0,서울,basic,web,식품,9900.0,2,19800.0
O00039,40.0,부산,basic,web,패션,49900.0,2,99800.0
O01030,32.0,인천,vip,web,식품,19900.0,1,19900.0
O00417,,서울,gold,web,뷰티,29900.0,2,59800.0
O01366,28.0,서울,silver,app,뷰티,49900.0,2,99800.0
O00592,48.0,경기,vip,web,뷰티,249900.0,1,249900.0
O00139,32.0,서울,vip,app,가전,29900.0,1,29900.0
O00315,31.0,인천,basic,web,뷰티,89900.0,1,89900.0
O00132,35.0,서울,basic,app,식품,19900.0,1,19900.0
O01419,42.0,경기,basic,web,도서,129900.0,1,129900.0
O01322,29.0,서울,basic,app ,뷰티,19900.0,1,19900.0
O01137,19.0,인천,vip,app,가전,129900.0,2,259800.0
O00215,37.0,부산,basic,web,가전,129900.0,2,259800.0
O00813,29.0,서울,basic,web,뷰티,49900.0,1,49900.0
O00928,28.0,경기,vip,app,도서,89900.0,1,89900.0
O00166,50.0,인천,gold,web,뷰티,9900.0,1,9900.0
O01377,44.0,경기,basic,web,뷰티,9900.0,3,
O00914,55.0,경기,basic,APP,가전,89900.0,2,179800.0
O00490,31.0,인천,silver,web,패션,49900.0,1,49900.0
O00140,49.0,대구,vip,web,식품,89900.0,1,
O00647,21.0,경기,basic,web,뷰티,89900.0,1,89900.0
O01139,35.0,경기,vip,app,가전,9900.0,2,19800.0
O01031,31.0,서울,silver,app,뷰티,9900.0,1,9900.0
O01350,35.0,서울,basic,app,식품,49900.0,3,149700.0
O01375,44.0,서울,gold,app,패션,19900.0,1,19900.0
O00630,40.0,서울,basic,app,도서,129900.0,1,129900.0
O00409,32.0,대구,basic,web,식품,9900.0,1,9900.0
O00778,28.0,부산,silver,app,도서,49900.0,3,149700.0
O01003,34.0,인천,silver,app,패션,19900.0,1,19900.0
O00750,18.0,경기,basic,app,가전,249900.0,1,249900.0
O00674,26.0,경기,gold,web,식품,49900.0,1,49900.0
O01186,35.0,대구,basic,app,패션,19900.0,2,39800.0
O00870,43.0,대구,silver,web,도서,49900.0,1,49900.0
O00686,45.0,경기,vip,app,도서,9900.0,2,19800.0
O01339,29.0,서울,gold,web,식품,89900.0,3,269700.0
O01242,29.0,부산,basic,web,도서,29900.0,2,59800.0
O00618,37.0,서울,silver,app,식품,19900.0,1,19900.0
O01286,30.0,경기,basic,app,패션,129900.0,3,389700.0
O00052,40.0,부산,silver,web,도서,249900.0,1,249900.0
O00684,43.0,부산,basic,web,가전,29900.0,1,29900.0
O01246,41.0,경기,gold,app ,뷰티,49900.0,1,49900.0
O00833,54.0,서울,silver,app,식품,89900.0,2,179800.0
O00900,26.0,서울,silver,app,가전,9900.0,1,9900.0
O01350,35.0,서울,basic,app,식품,49900.0,3,149700.0
O00890,34.0,서울,silver,web,패션,29900.0,2,59800.0
O00776,50.0,서울,silver,app ,뷰티,29900.0,3,89700.0
O00633,45.0,경기,silver,web,식품,9900.0,2,19800.0
O01191,57.0,서울,silver,app,패션,19900.0,1,19900.0
O01250,35.0,경기,silver,APP,식품,9900.0,1,9900.0
O01411,40.0,서울,basic,web,도서,19900.0,3,59700.0
O01089,20.0,대구,basic,app,패션,89900.0,2,179800.0
O00974,39.0,서울,silver,app,패션,19900.0,1,19900.0
O01148,28.0,부산,silver,web,패션,129900.0,1,129900.0
O01402,26.0,서울,gold,app,패션,19900.0,1,19900.0
O00207,38.0,서울,silver,app,식품,19900.0,3,59700.0
O01022,27.0,서울,basic,web,도서,19900.0,3,59700.0
O01101,53.0,서울,silver,app,식품,19900.0,2,39800.0
O00290,29.0,경기,silver,web,식품,29900.0,1,29900.0
O00049,24.0,경기,basic,web,뷰티,49900.0,2,99800.0
O00114,25.0,인천,basic,web,뷰티,9900.0,3,29700.0
O01077,21.0,서울,vip,web,가전,9900.0,1,9900.0
O01247,34.0,서울,silver,web,패션,9900.0,2,19800.0
O00834,24.0,서울,silver,web,도서,29900.0,1,29900.0
O01066,6.0,부산,basic,web,도서,9900.0,1,9900.0
O00855,33.0,서울,silver,app,뷰티,29900.0,1,29900.0
O01470,42.0,부산,basic,app,패션,89900.0,1,89900.0
O00903,34.0,서울,basic,app ,뷰티,29900.0,1,29900.0
O01445,33.0,인천,gold,web,뷰티,9900.0,1,9900.0
O00270,37.0,서울,basic,app,패션,129900.0,1,129900.0
O01454,57.0,경기,basic,app,패션,49900.0,1,49900.0
O00703,32.0,서울,basic,web,가전,89900.0,2,179800.0
O01411,40.0,서울,basic,web,도서,19900.0,3,59700.0
O01028,40.0,인천,vip,web,패션,29900.0,1,29900.0
O00223,31.0,서울,basic,web,도서,29900.0,1,29900.0
O00960,39.0,부산,basic,web,가전,19900.0,3,59700.0
O00152,11.0,서울,basic,web,뷰티,19900.0,1,19900.0
O01397,34.0,경기,silver,web,뷰티,9900.0,1,9900.0
O01492,31.0,서울,gold,app,패션,29900.0,1,29900.0
O00145,40.0,서울,basic,web,패션,9900.0,1,9900.0
O01407,28.0,인천,vip,app ,가전,29900.0,2,59800.0
O01359,30.0,서울,basic,app,뷰티,9900.0,1,9900.0
O00959,40.0,서울,basic,web,가전,19900.0,2,39800.0
O00163,43.0,경기,vip,web,패션,29900.0,1,29900.0
O00896,38.0,서울,basic,app,도서,19900.0,1,19900.0
O00669,24.0,서울,silver,web,가전,29900.0,3,89700.0
O00894,25.0,서울,basic,web,도서,29900.0,2,59800.0
O00966,46.0,서울,basic,app,도서,19900.0,3,59700.0
O00963,37.0,서울,silver,web,가전,19900.0,1,19900.0
O00033,48.0,서울,silver,app,뷰티,129900.0,2,259800.0
O01396,56.0,인천,gold,app,식품,49900.0,1,
O00445,29.0,인천,gold,APP,뷰티,19900.0,1,19900.0
O01228,24.0,서울,basic,app,식품,29900.0,2,59800.0
O00006,999.0,서울,basic,app,뷰티,29900.0,1,29900.0
O00226,34.0,서울,basic,app,도서,9900.0,3,
O01417,46.0,서울,silver,web,가전,9900.0,2,19800.0
O00562,43.0,서울,silver,app,가전,89900.0,3,269700.0
O00030,26.0,서울,silver,app,패션,9900.0,1,9900.0
O01075,27.0,대구,basic,app,도서,89900.0,1,89900.0
O00989,27.0,서울,silver,web,패션,9900.0,2,19800.0
O01398,27.0,서울,basic,web,뷰티,19900.0,1,19900.0
O00819,27.0,서울,basic,app,패션,19900.0,1,19900.0
O00229,47.0,인천,gold,web,도서,49900.0,1,49900.0
O00727,14.0,서울,basic,web,뷰티,19900.0,1,19900.0
O00534,35.0,경기,vip,web,도서,29900.0,1,
O00996,31.0,서울,basic,web,도서,49900.0,1,49900.0
O00079,33.0,서울,silver,web,뷰티,19900.0,3,59700.0
O01214,25.0,부산,basic,web,식품,19900.0,1,19900.0
O01002,42.0,경기,gold,app,도서,89900.0,2,179800.0
O01228,24.0,서울,basic,app,식품,29900.0,2,59800.0
O00301,35.0,서울,vip,web,뷰티,49900.0,1,49900.0
O01165,36.0,서울,silver,app,식품,129900.0,2,259800.0
O00508,34.0,인천,gold,web,뷰티,9900.0,1,9900.0
O00741,,경기,gold,app ,도서,9900.0,1,9900.0
O01201,40.0,부산,silver,app,가전,9900.0,3,29700.0
O00179,25.0,대구,basic,app,식품,19900.0,3,59700.0
O00605,36.0,서울,gold,web,가전,19900.0,1,19900.0
O00894,25.0,서울,basic,web,도서,29900.0,2,59800.0
O01074,41.0,서울,basic,app,패션,9900.0,1,9900.0
O00246,19.0,대구,basic,web,가전,9900.0,1,9900.0
O00054,37.0,인천,gold,web,뷰티,19900.0,2,
O01499,40.0,서울,basic,web,식품,29900.0,2,59800.0
O00397,27.0,인천,silver,app,뷰티,29900.0,2,59800.0
O01065,31.0,경기,basic,app,패션,9900.0,2,19800.0
O01184,31.0,대구,basic,web,가전,49900.0,3,
O00217,33.0,서울,basic,web,뷰티,19900.0,3,59700.0
O01001,45.0,서울,gold,app,패션,19900.0,2,39800.0
O00464,35.0,경기,basic,app,뷰티,9900.0,2,19800.0
O00056,29.0,대구,basic,APP,식품,9900.0,1,9900.0
O01378,43.0,경기,basic,app,도서,29900.0,3,89700.0
O00781,33.0,부산,basic,web,식품,9900.0,2,
O00211,38.0,경기,basic,web,도서,49900.0,1,49900.0
O00136,30.0,서울,basic,app,패션,89900.0,2,179800.0
O01239,30.0,대구,vip,app,도서,29900.0,3,
O00681,29.0,인천,basic,app,식품,89900.0,1,89900.0
O00027,16.0,서울,basic,app ,가전,9900.0,1,9900.0
O00586,36.0,서울,basic,web,뷰티,49900.0,1,49900.0
O01319,42.0,서울,basic,web,식품,89900.0,1,89900.0
O00880,28.0,서울,gold,web,뷰티,129900.0,2,259800.0
O00056,29.0,대구,basic,APP,식품,9900.0,1,9900.0
O00360,29.0,경기,silver,app,식품,29900.0,2,59800.0
O00424,27.0,경기,basic,web,도서,9900.0,3,29700.0
O01484,13.0,서울,gold,app,패션,19900.0,2,39800.0
O00734,25.0,경기,gold,app,가전,49900.0,3,149700.0
O01324,22.0,서울,basic,web,뷰티,29900.0,2,59800.0
O00540,30.0,서울,basic,web,패션,29900.0,1,29900.0
O00879,25.0,서울,basic,app,가전,49900.0,3,149700.0
O01419,42.0,경기,basic,web,도서,129900.0,1,129900.0
O01241,17.0,인천,basic,app,패션,49900.0,2,99800.0
O00043,19.0,서울,silver,web,뷰티,29900.0,2,59800.0
O00812,32.0,인천,gold,web,도서,89900.0,1,89900.0
O01061,34.0,인천,gold,web,식품,29900.0,2,59800.0
O01329,34.0,부산,basic,web,뷰티,29900.0,2,59800.0
O00154,26.0,경기,basic,web,도서,9900.0,2,19800.0
O00821,46.0,인천,vip,web,식품,49900.0,1,
O01371,41.0,대구,gold,web,가전,29900.0,3,89700.0
O00812,32.0,인천,gold,web,도서,89900.0,1,89900.0
O00341,33.0,경기,basic,app,패션,89900.0,2,179800.0
O01016,43.0,대구,vip,web,가전,49900.0,1,49900.0
O01235,40.0,부산,vip,web,뷰티,9900.0,2,19800.0
O00694,48.0,서울,silver,web,도서,9900.0,2,19800.0
O00566,27.0,경기,gold,app,뷰티,9900.0,1,9900.0
O00747,31.0,서울,basic,app,도서,9900.0,1,9900.0
O00866,45.0,경기,basic,web,뷰티,9900.0,2,19800.0
O00621,,서울,gold,app,도서,29900.0,1,29900.0
O00304,36.0,경기,basic,web,뷰티,29900.0,3,89700.0
O00209,41.0,서울,silver,web,식품,29900.0,1,29900.0
O00937,37.0,서울,basic,web,뷰티,29900.0,1,29900.0
O00562,43.0,서울,silver,app,가전,89900.0,3,269700.0
O01472,32.0,부산,basic,APP,식품,19900.0,2,39800.0
O00013,34.0,인천,vip,web,식품,129900.0,80,259800.0
O01403,42.0,서울,basic,web,도서,89900.0,1,89900.0
O00515,45.0,서울,silver,app,식품,9900.0,2,19800.0
O00073,31.0,서울,silver,web,식품,129900.0,2,259800.0
O00026,42.0,부산,basic,web,패션,49900.0,2,99800.0
O00993,27.0,서울,gold,app,뷰티,9900.0,1,9900.0
O00694,48.0,서울,silver,web,도서,9900.0,2,19800.0
O01363,39.0,경기,vip,app,도서,129900.0,1,
O00234,38.0,경기,basic,web,도서,9900.0,1,9900.0
O01064,25.0,경기,basic,web,식품,19900.0,1,19900.0
O01001,45.0,서울,gold,app,패션,19900.0,2,39800.0
O00131,29.0,경기,gold,app,도서,9900.0,1,9900.0
O01245,31.0,부산,silver,web,도서,89900.0,3,269700.0
O00483,39.0,경기,basic,web,도서,19900.0,1,19900.0
O01459,38.0,서울,basic,web,도서,89900.0,3,269700.0
O01369,17.0,서울,basic,web,뷰티,29900.0,2,59800.0
O01136,39.0,서울,silver,web,가전,29900.0,3,89700.0
O00164,41.0,경기,basic,app,패션,29900.0,1,29900.0
O00603,44.0,서울,basic,web,가전,19900.0,1,19900.0
O00767,54.0,부산,silver,app,도서,19900.0,2,39800.0
O00968,27.0,서울,basic,web,식품,89900.0,1,89900.0
O00537,42.0,인천,basic,web,패션,9900.0,3,29700.0
O01142,,서울,basic,web,식품,9900.0,2,19800.0
O00657,47.0,서울,basic,web,가전,29900.0,1,29900.0
O00476,53.0,대구,vip,app,도서,9900.0,3,29700.0
O01059,35.0,경기,basic,app,패션,19900.0,1,19900.0
O00761,58.0,서울,gold,web,도서,19900.0,2,39800.0
O00484,20.0,경기,basic,app ,패션,29900.0,1,29900.0
O00014,32.0,서울,basic,web,뷰티,9900.0,1,9900.0
O00413,35.0,대구,vip,web,뷰티,129900.0,1,129900.0
O01235,40.0,부산,vip,web,뷰티,9900.0,2,19800.0
O01300,22.0,부산,basic,app,뷰티,49900.0,1,49900.0
O01202,25.0,서울,vip,web,식품,19900.0,1,19900.0
O00632,42.0,인천,basic,web,패션,29900.0,2,59800.0
O00640,45.0,서울,gold,web,식품,9900.0,2,19800.0
O01227,17.0,서울,basic,web,가전,29900.0,1,29900.0
O01494,31.0,서울,basic,app,식품,29900.0,1,29900.0
O00840,41.0,경기,basic,app,가전,49900.0,1,49900.0
O00589,35.0,서울,gold,web,도서,29900.0,2,59800.0
O00283,25.0,서울,basic,app,패션,29900.0,2,59800.0
O01199,41.0,부산,gold,web,식품,89900.0,2,179800.0
O00792,54.0,경기,basic,web,가전,19900.0,1,19900.0
O00410,23.0,서울,basic,web,뷰티,29900.0,1,29900.0
O00629,20.0,서울,gold,app,도서,9900.0,3,29700.0
O00199,40.0,인천,vip,web,뷰티,19900.0,2,39800.0
O01060,15.0,경기,silver,APP,패션,89900.0,1,89900.0
O01029,33.0,서울,basic,app,도서,9900.0,1,9900.0
O01161,38.0,인천,basic,app,뷰티,19900.0,2,39800.0
O01338,38.0,부산,basic,app ,식품,19900.0,2,39800.0
O01494,31.0,서울,basic,app,식품,29900.0,1,29900.0
O00496,5.0,서울,silver,web,도서,49900.0,1,49900.0
O00258,42.0,부산,basic,web,뷰티,9900.0,1,9900.0
O00126,39.0,경기,silver,app,뷰티,49900.0,2,99800.0
O00846,17.0,경기,silver,app,가전,249900.0,1,249900.0
O01193,29.0,서울,basic,web,식품,29900.0,1,29900.0
O00867,34.0,서울,basic,web,식품,29900.0,2,59800.0
O00670,36.0,서울,basic,web,패션,19900.0,1,19900.0
O00761,58.0,서울,gold,web,도서,19900.0,2,39800.0
O01483,41.0,경기,silver,app,도서,29900.0,1,29900.0
O00413,35.0,대구,vip,web,뷰티,129900.0,1,129900.0
O00711,30.0,부산,gold,web,뷰티,19900.0,1,19900.0
O00972,40.0,대구,vip,app,뷰티,9900.0,3,29700.0
O01367,16.0,부산,silver,web,가전,49900.0,1,49900.0
O00439,17.0,부산,basic,app ,뷰티,9900.0,1,9900.0
O00011,30.0,서울,gold,app,도서,9900.0,1,9900.0
O00031,22.0,경기,basic,web,가전,9900.0,1,9900.0
O00125,44.0,서울,basic,app,식품,19900.0,1,19900.0
O00593,48.0,서울,basic,app,뷰티,29900.0,2,59800.0
O00858,32.0,경기,basic,app,식품,49900.0,1,49900.0
O01190,41.0,부산,basic,app,뷰티,19900.0,1,19900.0
O01110,30.0,서울,basic,app,뷰티,49900.0,3,149700.0
O01452,30.0,경기,silver,app,뷰티,19900.0,2,39800.0
O01405,24.0,부산,silver,APP,식품,19900.0,1,19900.0
O01389,26.0,대구,gold,web,도서,9900.0,2,19800.0
O00108,39.0,부산,gold,web,도서,19900.0,2,39800.0
O01488,49.0,부산,silver,web,가전,19900.0,1,19900.0
O01341,45.0,서울,basic,web,도서,19900.0,3,59700.0
O00228,37.0,서울,vip,web,패션,19900.0,1,19900.0
O01283,40.0,경기,vip,web,도서,9900.0,2,19800.0
O01110,30.0,서울,basic,app,뷰티,49900.0,3,149700.0
O01431,34.0,경기,silver,app,도서,19900.0,1,19900.0
O00339,41.0,경기,vip,app,패션,19900.0,1,19900.0
O00882,30.0,부산,gold,app,도서,19900.0,2,39800.0
O00701,31.0,경기,vip,app,뷰티,19900.0,3,59700.0
O00023,41.0,서울,basic,app,도서,9900.0,2,19800.0
O00050,51.0,서울,silver,web,패션,49900.0,2,99800.0
O01179,24.0,부산,basic,web,식품,19900.0,1,19900.0
O00254,43.0,서울,basic,web,패션,9900.0,1,9900.0
O00292,21.0,서울,silver,app,식품,49900.0,3,149700.0
O00265,35.0,인천,basic,app,도서,129900.0,2,259800.0
O00275,28.0,경기,gold,app,패션,19900.0,2,39800.0
O00299,38.0,경기,basic,web,뷰티,49900.0,1,
O00884,25.0,서울,basic,web,패션,89900.0,3,269700.0
O00265,35.0,인천,basic,app,도서,129900.0,2,259800.0
O00813,29.0,서울,basic,web,뷰티,49900.0,1,49900.0
O00349,33.0,서울,gold,web,도서,49900.0,1,49900.0
O00093,42.0,부산,basic,web,식품,19900.0,3,59700.0
O00860,35.0,서울,basic,app,가전,19900.0,2,39800.0
O00079,33.0,서울,silver,web,뷰티,19900.0,3,59700.0
O01324,22.0,서울,basic,web,뷰티,29900.0,2,59800.0
O00212,26.0,부산,basic,app,도서,19900.0,2,39800.0
O00393,30.0,서울,gold,app,뷰티,9900.0,3,29700.0
O00153,39.0,서울,basic,app,패션,29900.0,1,29900.0
O01411,40.0,서울,basic,web,도서,19900.0,3,59700.0
O00030,26.0,서울,silver,app,패션,9900.0,1,9900.0
O01342,32.0,경기,gold,web,뷰티,29900.0,1,29900.0
O01391,20.0,서울,basic,web,가전,29900.0,1,29900.0
O00413,35.0,대구,vip,web,뷰티,129900.0,1,129900.0
O01435,22.0,서울,silver,web,가전,29900.0,1,29900.0
O01481,43.0,인천,basic,web,도서,49900.0,1,49900.0
O01214,25.0,부산,basic,web,식품,19900.0,1,19900.0
O01035,,서울,silver,web,식품,19900.0,3,59700.0
O00176,20.0,서울,basic,web,식품,29900.0,2,59800.0
O00606,31.0,경기,basic,web,식품,29900.0,1,29900.0
O01174,20.0,서울,basic,app,가전,29900.0,1,29900.0
O01165,36.0,서울,silver,app,식품,129900.0,2,259800.0
O01451,26.0,경기,gold,web,뷰티,19900.0,1,19900.0
O01261,33.0,서울,basic,web,식품,49900.0,2,99800.0
O00238,36.0,서울,basic,APP,도서,19900.0,1,19900.0
O00590,36.0,서울,basic,web,가전,89900.0,1,89900.0
O01335,42.0,대구,basic,web,식품,19900.0,3,59700.0
O00980,20.0,경기,gold,web,식품,29900.0,1,29900.0
O00742,53.0,서울,basic,app,뷰티,9900.0,2,19800.0
O00426,35.0,경기,basic,app,뷰티,9900.0,3,29700.0
O00532,29.0,대구,silver,app,패션,49900.0,1,49900.0
O01256,32.0,경기,basic,app,뷰티,19900.0,1,19900.0
O00014,32.0,서울,basic,web,뷰티,9900.0,1,9900.0
O01160,45.0,서울,silver,app,가전,29900.0,1,29900.0
O00501,31.0,부산,basic,web,도서,89900.0,2,179800.0
O01409,36.0,경기,basic,web,뷰티,9900.0,2,19800.0
O00057,47.0,서울,silver,app,뷰티,49900.0,1,49900.0
O01313,41.0,경기,silver,web,뷰티,19900.0,1,19900.0
O00747,31.0,서울,basic,app,도서,9900.0,1,9900.0
O00206,45.0,서울,basic,app,도서,9900.0,2,19800.0
O01401,34.0,서울,basic,web,식품,9900.0,1,9900.0
O00657,47.0,서울,basic,web,가전,29900.0,1,29900.0
O00984,20.0,서울,basic,web,패션,49900.0,2,99800.0
O01185,17.0,서울,basic,web,도서,19900.0,3,59700.0
O00622,18.0,서울,silver,web,식품,29900.0,3,89700.0
O00441,28.0,서울,basic,web,패션,129900.0,1,129900.0
O01337,38.0,서울,vip,app,뷰티,29900.0,2,59800.0
O00514,32.0,인천,basic,app,뷰티,29900.0,1,29900.0
O00902,35.0,서울,basic,web,도서,129900.0,1,129900.0
O01204,47.0,서울,basic,APP,식품,19900.0,1,19900.0
O00262,33.0,대구,gold,app,패션,49900.0,1,49900.0
O01283,40.0,경기,vip,web,도서,9900.0,2,19800.0
O00956,43.0,서울,basic,app,뷰티,19900.0,1,19900.0
O00292,21.0,서울,silver,app,식품,49900.0,3,149700.0
O01234,50.0,서울,vip,app ,가전,19900.0,1,19900.0
O00980,20.0,경기,gold,web,식품,29900.0,1,29900.0
O01250,35.0,경기,silver,APP,식품,9900.0,1,9900.0
O01021,40.0,부산,silver,web,도서,19900.0,2,39800.0
O00655,46.0,경기,basic,web,패션,29900.0,2,59800.0
O00964,,서울,silver,app,패션,29900.0,1,29900.0
O00318,33.0,서울,gold,web,식품,29900.0,2,59800.0
O01036,18.0,부산,gold,APP,패션,129900.0,1,129900.0
O00462,29.0,경기,basic,web,식품,9900.0,2,19800.0
O00774,42.0,서울,silver,app,도서,49900.0,2,99800.0
O01457,39.0,부산,silver,app,도서,89900.0,1,89900.0
O01277,27.0,서울,basic,web,뷰티,19900.0,1,19900.0
O00575,45.0,인천,gold,app,도서,129900.0,2,259800.0
O01211,27.0,경기,gold,web,도서,89900.0,2,
O00075,40.0,부산,basic,app,가전,49900.0,1,49900.0
O00570,23.0,서울,basic,app,도서,249900.0,1,249900.0
O00717,39.0,인천,gold,web,뷰티,19900.0,3,59700.0
O01414,49.0,서울,vip,app,뷰티,49900.0,2,99800.0
O00479,33.0,대구,gold,web,패션,29900.0,1,29900.0
O01286,30.0,경기,basic,app,패션,129900.0,3,389700.0
O00698,,경기,gold,app,가전,249900.0,2,499800.0
O00693,27.0,경기,silver,app,뷰티,29900.0,1,29900.0
O00291,20.0,서울,basic,web,식품,129900.0,1,129900.0
O00844,34.0,대구,basic,web,가전,9900.0,1,9900.0
O01217,35.0,서울,silver,web,패션,19900.0,2,39800.0
O01393,38.0,서울,gold,app,식품,9900.0,1,9900.0
O00268,45.0,부산,basic,app,패션,29900.0,1,
O00220,21.0,인천,basic,app,뷰티,249900.0,2,499800.0
O00075,40.0,부산,basic,app,가전,49900.0,1,49900.0
O01317,,경기,basic,app,뷰티,9900.0,2,19800.0
O00988,48.0,경기,gold,web,도서,49900.0,1,49900.0
O00121,42.0,인천,basic,web,도서,29900.0,3,89700.0
O00263,46.0,서울,basic,web,패션,89900.0,1,89900.0
O00969,64.0,경기,basic,app,뷰티,49900.0,3,149700.0
O00693,27.0,경기,silver,app,뷰티,29900.0,1,29900.0
O01300,22.0,부산,basic,app,뷰티,49900.0,1,49900.0
O00051,31.0,대구,vip,web,도서,249900.0,1,249900.0
O01320,50.0,서울,basic,app,도서,19900.0,2,39800.0
